restaurant,rank,restaurant_avg_stars,uer_name,review_stars,review_date,user_reviews,user_restaurant_reviews,user_helpful_votes
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,84,54,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,85,55,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,85,55,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,86,56,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,86,56,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,87,57,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,87,57,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,87,57,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Ronen S,5,2015-05-19,23,13,10
Franco on Melrose,rank,4.5,Jannaqq,5,2015-03-24,229,141,178
Franco on Melrose,rank,4.5,frb47,5,2015-02-15,110,94,37
Franco on Melrose,rank,4.5,Cheryl K,5,2015-01-07,45,24,39
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Ronen S,5,2015-05-19,23,13,10
Franco on Melrose,rank,4.5,Jannaqq,5,2015-03-24,229,141,178
Franco on Melrose,rank,4.5,frb47,5,2015-02-15,110,94,37
Franco on Melrose,rank,4.5,Cheryl K,5,2015-01-07,45,24,39
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Ronen S,5,2015-05-19,23,13,10
Franco on Melrose,rank,4.5,Jannaqq,5,2015-03-24,229,141,178
Franco on Melrose,rank,4.5,frb47,5,2015-02-15,110,94,37
Franco on Melrose,rank,4.5,Cheryl K,5,2015-01-07,45,24,39
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Franco on Melrose,rank,4.5,Arielle S,5,2015-08-30,88,58,33
Franco on Melrose,rank,4.5,Trup,5,2015-08-30,379,255,120
Franco on Melrose,rank,4.5,Julie S,5,2015-08-04,1,None,1
Franco on Melrose,rank,4.5,Debby S,5,2015-07-26,79,62,16
Franco on Melrose,rank,4.5,Jay K,5,2015-07-08,14,7,6
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Pollll,5,2015-11-16,79,50,65
Bestia Restaurant,rank,4.5,FrankCaden,5,2015-11-09,32,25,4
Bestia Restaurant,rank,4.5,Alex_B_in_DC,5,2015-11-09,64,43,57
Bestia Restaurant,rank,4.5,RWandPW,2,2015-11-09,12,6,11
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
Bestia Restaurant,rank,4.5,jpDills,4,2015-11-20,104,70,29
Bestia Restaurant,rank,4.5,Quality_seeker_10,3,2015-11-19,8,7,2
Bestia Restaurant,rank,4.5,David D,3,2015-11-18,1,None,None
Bestia Restaurant,rank,4.5,LATraveller77,5,2015-11-17,91,62,66
Bestia Restaurant,rank,4.5,Lucas G,5,2015-11-16,7,7,None
